customer_id,customer_name,gender,age,email,phone,city,join_date,total_orders,total_spent,first_order_date,last_order_date,avg_rating,segment
CUST00017,Swati Iyer,Male,29,swati.iyer806@gmail.com,9701950572,Lucknow,2023-07-02,6,12039.63,2024-03-02,2024-12-25,4.0,Silver
CUST00018,Aarav Nair,Male,24,aarav.nair453@gmail.com,9699472821,Ahmedabad,2023-01-10,9,22440.0,2024-01-15,2024-11-17,4.5,Gold
CUST00019,Rajesh Sharma,Female,27,rajesh.sharma708@yahoo.com,9345696505,Chennai,2023-11-22,7,23955.94,2024-04-04,2024-12-27,4.0,Gold
CUST00020,Swati Saxena,Male,31,swati.saxena630@yahoo.com,9929587739,Lucknow,2023-05-24,3,126536.04,2024-06-04,2024-11-24,5.0,Platinum
CUST00021,Rohit Dubey,Male,51,rohit.dubey109@gmail.com,9460895052,Jaipur,2023-03-08,14,82878.14,2024-01-11,2024-12-28,4.3,Platinum
CUST00022,Bhavna Mehta,Male,21,bhavna.mehta37@gmail.com,9328856796,Surat,2023-11-26,4,5755.47,2024-03-20,2024-08-09,4.5,Bronze
CUST00023,Arjun Chopra,Male,49,arjun.chopra323@gmail.com,9500768690,Chennai,2023-01-19,5,6368.95,2024-01-14,2024-08-11,4.0,Bronze
CUST00024,Bhavna Joshi,Male,30,bhavna.joshi934@gmail.com,9319977664,Indore,2023-06-28,6,8941.15,2024-01-27,2024-11-20,3.0,Silver
CUST00025,Rahul Gupta,Male,25,rahul.gupta70@gmail.com,9497306883,Bhopal,2023-07-06,3,25945.98,2024-10-05,2024-11-26,4.7,Gold
CUST00026,Shruti Saxena,Female,29,shruti.saxena732@gmail.com,9295724591,Bengaluru,2023-10-22,3,53348.3,2024-01-19,2024-05-17,3.5,Platinum
CUST00027,Manoj Kumar,Female,54,manoj.kumar693@gmail.com,9343848166,Kolkata,2023-02-19,5,27245.68,2024-02-07,2024-11-01,4.5,Gold
CUST00028,Neha Saxena,Male,55,neha.saxena500@yahoo.com,9524056904,Jaipur,2023-03-27,6,27027.75,2024-06-06,2024-12-16,4.3,Gold
CUST00029,Nikhil Singh,Male,18,nikhil.singh504@gmail.com,9471084157,Kolkata,2023-09-09,7,154994.03,2024-01-18,2024-10-26,3.8,Platinum
CUST00030,Nisha Patel,Male,28,nisha.patel728@gmail.com,9505524008,Bengaluru,2023-04-03,3,11511.25,2024-03-28,2024-08-27,4.0,Silver
CUST00031,Kavya Patel,Male,37,kavya.patel602@gmail.com,9361824072,Coimbatore,2023-09-19,7,29450.38,2024-02-21,2024-12-02,3.7,Gold
CUST00032,Nisha Nair,Male,46,nisha.nair297@gmail.com,9258006706,Pune,2023-08-06,7,133134.08,2024-06-02,2024-12-08,4.0,Platinum
CUST00033,Aarav Gupta,Female,41,aarav.gupta748@yahoo.com,9205630638,Indore,2023-07-20,7,108389.62,2024-02-09,2024-12-11,4.0,Platinum
CUST00034,Ananya Saxena,Male,35,ananya.saxena666@gmail.com,9675135370,Jaipur,2023-02-20,5,0.0,2024-02-25,2024-12-23,,Bronze
CUST00035,Deepak Bose,Male,47,deepak.bose956@gmail.com,9426454568,Ahmedabad,2023-06-25,9,185279.8,2024-04-01,2024-12-03,3.6,Platinum
CUST00036,Nisha Sinha,Male,37,nisha.sinha885@gmail.com,9109601510,Indore,2023-02-13,3,0.0,2024-03-17,2024-10-04,,Bronze
CUST00037,Aditya Joshi,Female,32,aditya.joshi992@gmail.com,9363624713,Indore,2023-09-01,3,763.57,2024-02-14,2024-11-23,3.0,Bronze
CUST00038,Neha Menon,Female,49,neha.menon324@gmail.com,9263826277,Surat,2023-05-26,6,139752.18,2024-01-26,2024-11-08,3.5,Platinum
CUST00039,Sneha Mishra,Male,54,sneha.mishra358@gmail.com,9693041119,Ahmedabad,2023-09-11,5,30663.95,2024-02-27,2024-12-05,3.3,Gold
CUST00040,Amit Mehta,Male,24,amit.mehta263@gmail.com,9317444679,Indore,2023-05-09,10,21160.79,2024-01-03,2024-12-25,2.6,Gold
CUST00041,Ravi Pillai,Male,50,ravi.pillai636@gmail.com,9492136646,Chennai,2023-03-06,10,31923.68,2024-01-20,2024-10-28,4.0,Gold
CUST00042,Sonal Malhotra,Male,40,sonal.malhotra64@gmail.com,9819203318,Coimbatore,2023-04-24,3,403.27,2024-08-23,2024-09-19,5.0,Bronze
CUST00043,Pooja Joshi,Female,37,pooja.joshi132@gmail.com,9940512010,Coimbatore,2023-03-13,5,17617.5,2024-01-04,2024-12-15,3.7,Silver
CUST00044,Priya Reddy,Male,19,priya.reddy868@gmail.com,9191170174,Mumbai,2023-09-11,7,8519.77,2024-03-22,2024-12-01,4.3,Silver
CUST00045,Tushar Joshi,Male,56,tushar.joshi413@yahoo.com,9198614612,Mumbai,2023-12-03,6,59396.19,2024-02-26,2024-12-15,4.3,Platinum
CUST00046,Shruti Tiwari,Male,48,shruti.tiwari248@yahoo.com,9778374194,Pune,2023-11-26,7,83929.78,2024-04-08,2024-12-12,3.8,Platinum
CUST00047,Ashish Dubey,Female,20,ashish.dubey89@gmail.com,9445872163,Chennai,2023-12-23,6,7234.03,2024-07-22,2024-12-04,3.3,Bronze
CUST00048,Pallavi Kumar,Male,53,pallavi.kumar661@gmail.com,9208811025,Jaipur,2023-12-11,4,3028.41,2024-01-25,2024-10-24,2.0,Bronze
CUST00049,Divya Joshi,Male,42,divya.joshi12@gmail.com,9564168164,Bhopal,2023-11-16,5,94779.25,2024-03-20,2024-12-17,4.7,Platinum
CUST00050,Harish Malhotra,Male,49,harish.malhotra605@yahoo.com,9273092602,Bengaluru,2023-04-25,5,11312.09,2024-01-26,2024-12-17,3.2,Silver
CUST00051,Aditya Sinha,Male,36,aditya.sinha860@gmail.com,9214622613,Bhopal,2023-02-27,7,4751.45,2024-06-25,2024-11-01,4.5,Bronze
CUST00052,Deepak Shah,Male,46,deepak.shah371@gmail.com,9458951309,Delhi,2023-07-28,5,10569.82,2024-01-18,2024-11-09,5.0,Silver
CUST00053,Arjun Chopra,Male,23,arjun.chopra327@gmail.com,9872977605,Indore,2023-07-28,7,21079.82,2024-01-16,2024-11-19,4.0,Gold
CUST00054,Pankaj Desai,Female,25,pankaj.desai540@yahoo.com,9207933825,Kolkata,2023-10-26,9,34745.58,2024-02-26,2024-12-23,3.8,Gold
CUST00055,Nikhil Agarwal,Male,56,nikhil.agarwal172@gmail.com,9834978947,Coimbatore,2023-12-24,7,194296.25,2024-02-24,2024-12-21,4.8,Platinum
CUST00056,Harish Kumar,Male,56,harish.kumar394@yahoo.com,9415113121,Lucknow,2023-05-20,10,191538.29,2024-01-15,2024-12-03,3.0,Platinum
CUST00057,Aditya Mishra,Female,24,aditya.mishra13@gmail.com,9483447455,Delhi,2023-08-01,8,48961.02,2024-03-09,2024-11-27,3.8,Gold
CUST00058,Sanjay Jain,Female,24,sanjay.jain295@gmail.com,9528582021,Mumbai,2023-04-20,8,39748.32,2024-04-03,2024-10-26,4.8,Gold
CUST00059,Aishwarya Tiwari,Female,36,aishwarya.tiwari550@gmail.com,9457021796,Kolkata,2023-05-12,5,379102.33,2024-03-11,2024-10-22,4.0,Platinum
CUST00060,Arjun Sharma,Female,19,arjun.sharma845@gmail.com,9428528120,Ahmedabad,2023-10-19,2,54207.87,2024-05-08,2024-07-04,4.0,Platinum
CUST00061,Sunita Singh,Male,25,sunita.singh108@gmail.com,9243450203,Kolkata,2023-07-13,7,115964.56,2024-02-10,2024-12-05,3.7,Platinum
CUST00062,Aarav Kumar,Male,36,aarav.kumar72@gmail.com,9380591878,Indore,2023-10-22,3,7752.7,2024-02-27,2024-09-22,3.7,Bronze
CUST00063,Manish Sharma,Male,57,manish.sharma93@gmail.com,9649134233,Hyderabad,2023-05-13,5,66176.77,2024-04-05,2024-12-11,3.0,Platinum
CUST00064,Aditya Bose,Female,26,aditya.bose296@gmail.com,9384845044,Ahmedabad,2023-01-21,7,46113.09,2024-01-05,2024-11-28,3.6,Gold
CUST00065,Sunita Bose,Female,41,sunita.bose834@gmail.com,9945461640,Hyderabad,2023-07-18,6,21062.96,2024-03-22,2024-12-03,4.2,Gold
CUST00066,Manoj Desai,Male,50,manoj.desai354@yahoo.com,9691394855,Mumbai,2023-11-02,6,8589.27,2024-01-07,2024-10-08,4.0,Silver
CUST00067,Kiran Menon,Male,58,kiran.menon935@gmail.com,9697134437,Hyderabad,2023-03-12,10,21510.22,2024-01-21,2024-12-15,4.5,Gold
CUST00068,Meera Gupta,Male,37,meera.gupta828@yahoo.com,9871354930,Indore,2023-01-13,4,0.0,2024-08-21,2024-11-18,,Bronze
CUST00069,Komal Joshi,Female,40,komal.joshi279@gmail.com,9875966638,Bhopal,2023-09-16,4,6890.58,2024-06-01,2024-10-04,4.3,Bronze
CUST00070,Komal Agarwal,Male,28,komal.agarwal856@gmail.com,9303557002,Bengaluru,2023-02-24,5,18609.1,2024-03-16,2024-08-17,4.7,Silver
CUST00071,Manoj Reddy,Male,55,manoj.reddy216@gmail.com,9731415390,Bhopal,2023-05-26,7,13939.57,2024-03-09,2024-11-02,2.5,Silver
CUST00072,Shruti Kumar,Female,18,shruti.kumar54@gmail.com,9225192080,Nagpur,2023-05-10,5,27111.21,2024-02-03,2024-09-01,2.5,Gold
CUST00073,Harish Rao,Male,53,harish.rao613@gmail.com,9218154597,Ahmedabad,2023-01-25,7,426697.01,2024-03-07,2024-12-01,4.6,Platinum
CUST00074,Anjali Jain,Female,35,anjali.jain431@yahoo.com,9129184792,Coimbatore,2023-09-02,8,192633.51,2024-02-15,2024-12-09,3.6,Platinum
CUST00075,Arjun Menon,Female,58,arjun.menon261@gmail.com,9622581785,Bhopal,2023-09-03,13,35925.47,2024-02-25,2024-12-19,4.0,Gold
CUST00076,Swati Pillai,Female,57,swati.pillai482@gmail.com,9303428278,Chennai,2023-02-23,4,196626.19,2024-02-13,2024-12-25,3.8,Platinum
CUST00077,Amit Iyer,Male,36,amit.iyer514@gmail.com,9501281960,Delhi,2023-06-06,5,5473.17,2024-01-09,2024-10-21,5.0,Bronze
CUST00078,Aditya Bose,Female,39,aditya.bose709@yahoo.com,9744546710,Surat,2023-07-16,5,41016.37,2024-05-06,2024-10-26,3.3,Gold
CUST00079,Bhavna Jain,Male,21,bhavna.jain317@gmail.com,9674047246,Coimbatore,2023-03-02,4,13463.38,2024-04-18,2024-10-18,4.7,Silver
CUST00080,Vikram Dubey,Male,34,vikram.dubey313@gmail.com,9744045397,Hyderabad,2023-05-13,11,50639.19,2024-01-19,2024-11-26,4.0,Platinum
CUST00081,Meera Gupta,Male,18,meera.gupta572@yahoo.com,9771474815,Lucknow,2023-06-04,7,190618.65,2024-02-28,2024-12-24,4.0,Platinum
CUST00082,Aditya Shah,Male,42,aditya.shah402@yahoo.com,9582383526,Pune,2023-04-07,8,12611.74,2024-01-25,2024-11-13,4.5,Silver
CUST00083,Divya Chauhan,Male,39,divya.chauhan373@yahoo.com,9248170033,Hyderabad,2023-07-03,4,12388.27,2024-01-16,2024-10-09,4.0,Silver
CUST00084,Pankaj Desai,Male,29,pankaj.desai779@gmail.com,9923134600,Delhi,2023-02-08,4,34948.57,2024-03-14,2024-07-02,3.5,Gold
CUST00085,Sneha Gupta,Male,41,sneha.gupta885@gmail.com,9106273631,Delhi,2023-03-28,10,14324.63,2024-01-24,2024-12-24,4.0,Silver
CUST00086,Neha Rao,Female,29,neha.rao348@yahoo.com,9725615001,Chennai,2023-03-08,5,166700.44,2024-06-14,2024-12-25,3.8,Platinum
CUST00087,Komal Mehta,Female,47,komal.mehta310@gmail.com,9555296639,Lucknow,2023-09-03,5,5548.86,2024-01-08,2024-10-11,3.3,Bronze
CUST00088,Rohit Shukla,Male,20,rohit.shukla589@gmail.com,9146592494,Kolkata,2023-06-02,12,75610.36,2024-03-02,2024-12-28,4.4,Platinum
CUST00089,Sanjay Gupta,Female,28,sanjay.gupta322@gmail.com,9373570728,Chennai,2023-05-12,9,25374.9,2024-02-13,2024-11-08,3.9,Gold
CUST00090,Pooja Sinha,Female,29,pooja.sinha603@gmail.com,9976445374,Pune,2023-10-02,6,86735.18,2024-05-05,2024-12-16,4.7,Platinum
CUST00091,Arjun Chopra,Male,33,arjun.chopra730@gmail.com,9454676497,Bhopal,2023-04-16,3,11763.53,2024-02-08,2024-11-28,4.7,Silver
CUST00092,Pallavi Mishra,Male,39,pallavi.mishra730@gmail.com,9632308438,Coimbatore,2023-03-20,6,23353.31,2024-02-23,2024-11-12,4.5,Gold
CUST00093,Vivek Reddy,Male,48,vivek.reddy428@gmail.com,9883127905,Mumbai,2023-07-12,7,87248.4,2024-02-12,2024-12-16,4.2,Platinum
CUST00094,Priya Mishra,Male,21,priya.mishra989@gmail.com,9963269554,Delhi,2023-08-11,6,10295.38,2024-02-06,2024-10-15,3.2,Silver
CUST00095,Divya Sinha,Male,49,divya.sinha580@yahoo.com,9838166471,Bhopal,2023-01-13,7,109471.67,2024-03-05,2024-12-25,3.3,Platinum
CUST00096,Swati Tiwari,Male,58,swati.tiwari174@gmail.com,9164227200,Chennai,2023-08-18,8,351775.95,2024-01-15,2024-12-22,4.0,Platinum
CUST00097,Deepak Dubey,Male,20,deepak.dubey103@gmail.com,9867103510,Delhi,2023-09-23,2,19189.9,2024-06-12,2024-11-06,4.5,Silver
CUST00098,Sonal Chopra,Male,36,sonal.chopra581@gmail.com,9459173258,Bengaluru,2023-07-02,6,9690.45,2024-05-05,2024-11-19,3.7,Silver
CUST00099,Amit Desai,Female,23,amit.desai674@yahoo.com,9304460927,Surat,2023-05-01,6,18321.53,2024-06-06,2024-11-12,4.6,Silver
CUST00100,Sanjay Singh,Male,33,sanjay.singh107@yahoo.com,9950540476,Bengaluru,2023-05-26,4,8318.25,2024-01-25,2024-10-09,4.3,Silver
CUST00101,Kiran Patel,Female,33,kiran.patel21@yahoo.com,9738225717,Pune,2023-03-14,6,23284.15,2024-01-01,2024-11-25,3.8,Gold
CUST00102,Rajesh Sharma,Female,35,rajesh.sharma459@gmail.com,9422502836,Ahmedabad,2023-07-26,5,85432.37,2024-01-09,2024-12-26,4.7,Platinum
CUST00103,Nikhil Sharma,Female,58,nikhil.sharma411@yahoo.com,9657807904,Coimbatore,2023-10-18,8,44561.76,2024-01-01,2024-12-16,3.8,Gold
CUST00104,Divya Kumar,Female,31,divya.kumar441@yahoo.com,9904004795,Surat,2023-12-27,5,12851.07,2024-04-19,2024-12-28,4.0,Silver
CUST00105,Manish Sinha,Female,53,manish.sinha334@gmail.com,9524292446,Bhopal,2023-09-26,6,8189.48,2024-06-05,2024-10-13,4.5,Silver
CUST00106,Kavya Pandey,Female,31,kavya.pandey995@yahoo.com,9244742096,Chennai,2023-04-17,8,2590.28,2024-01-23,2024-12-27,5.0,Bronze
CUST00107,Swati Desai,Male,22,swati.desai387@gmail.com,9997642788,Jaipur,2023-07-06,9,129119.6,2024-01-23,2024-12-17,4.4,Platinum
CUST00108,Sonal Singh,Male,44,sonal.singh974@yahoo.com,9908860557,Lucknow,2023-11-15,4,46969.32,2024-05-28,2024-12-09,4.3,Gold
CUST00109,Kiran Shukla,Male,46,kiran.shukla55@yahoo.com,9473901483,Bengaluru,2023-08-23,2,2255.05,2024-04-22,2024-07-24,5.0,Bronze
CUST00110,Sneha Reddy,Female,32,sneha.reddy273@gmail.com,9320528631,Pune,2023-11-07,3,289180.35,2024-01-28,2024-12-13,5.0,Platinum
CUST00111,Nisha Dubey,Male,25,nisha.dubey999@yahoo.com,9936422724,Indore,2023-01-13,8,31483.19,2024-02-01,2024-10-26,4.6,Gold
CUST00112,Kavya Nair,Female,38,kavya.nair682@gmail.com,9319190799,Pune,2023-05-26,6,87388.54,2024-07-02,2024-10-10,3.8,Platinum
CUST00113,Divya Patel,Female,31,divya.patel364@gmail.com,9201239046,Delhi,2023-02-05,11,44261.77,2024-02-24,2024-11-03,4.5,Gold
CUST00114,Ananya Mehta,Male,27,ananya.mehta808@gmail.com,9249441366,Indore,2023-03-24,8,23326.69,2024-05-28,2024-11-28,2.7,Gold
CUST00115,Rohit Reddy,Male,44,rohit.reddy643@yahoo.com,9399913524,Mumbai,2023-10-05,6,1034.51,2024-01-02,2024-12-21,2.0,Bronze
CUST00116,Kiran Shah,Male,36,kiran.shah763@gmail.com,9189732411,Ahmedabad,2023-08-10,4,14591.85,2024-04-14,2024-10-23,4.0,Silver
CUST00117,Manoj Shah,Male,28,manoj.shah932@gmail.com,9918435622,Ahmedabad,2023-04-18,5,46561.42,2024-02-14,2024-12-12,4.2,Gold
CUST00118,Deepak Mehta,Male,55,deepak.mehta524@gmail.com,9851782695,Jaipur,2023-07-04,6,12743.56,2024-01-17,2024-10-11,4.0,Silver
CUST00119,Vivek Bose,Male,57,vivek.bose150@gmail.com,9854113284,Nagpur,2023-12-05,9,39860.07,2024-01-08,2024-10-21,4.0,Gold
CUST00120,Sanjay Shukla,Male,34,sanjay.shukla781@gmail.com,9779096839,Bhopal,2023-08-06,3,8728.85,2024-02-13,2024-12-17,4.0,Silver
CUST00121,Bhavna Sinha,Female,48,bhavna.sinha58@gmail.com,9125897274,Delhi,2023-01-09,5,12480.77,2024-05-01,2024-11-14,3.7,Silver
CUST00122,Ravi Jain,Female,57,ravi.jain693@gmail.com,9220658261,Bengaluru,2023-07-15,4,14006.12,2024-02-17,2024-11-28,5.0,Silver
CUST00123,Komal Malhotra,Male,42,komal.malhotra436@gmail.com,9509323795,Hyderabad,2023-06-22,3,4179.55,2024-01-01,2024-11-08,4.0,Bronze
CUST00124,Rahul Singh,Male,39,rahul.singh124@yahoo.com,9224826115,Bhopal,2023-04-08,6,211338.62,2024-01-12,2024-10-19,4.2,Platinum
CUST00125,Rahul Jain,Female,42,rahul.jain304@yahoo.com,9804192649,Mumbai,2023-03-10,13,516462.18,2024-01-16,2024-12-26,4.2,Platinum
CUST00126,Pallavi Bose,Male,51,pallavi.bose649@gmail.com,9317700750,Hyderabad,2023-04-11,6,20711.77,2024-03-05,2024-09-24,3.2,Gold
CUST00127,Komal Chauhan,Female,21,komal.chauhan834@gmail.com,9931568076,Indore,2023-02-25,7,110713.55,2024-01-13,2024-11-02,3.0,Platinum
CUST00128,Shruti Sinha,Male,27,shruti.sinha23@gmail.com,9982557952,Chennai,2023-04-15,5,17814.4,2024-01-18,2024-12-27,3.5,Silver
CUST00129,Pankaj Patel,Female,50,pankaj.patel303@gmail.com,9476019487,Ahmedabad,2023-11-20,6,95345.09,2024-01-24,2024-09-10,4.0,Platinum
CUST00130,Divya Reddy,Male,45,divya.reddy513@yahoo.com,9406086761,Coimbatore,2023-03-01,9,133791.28,2024-03-17,2024-11-16,4.1,Platinum
CUST00131,Anjali Shah,Male,29,anjali.shah170@gmail.com,9623979838,Bhopal,2023-02-26,6,53447.0,2024-01-03,2024-12-28,4.0,Platinum
CUST00132,Kiran Nair,Male,29,kiran.nair235@gmail.com,9881535521,Bhopal,2023-12-22,7,9333.14,2024-01-18,2024-12-25,4.0,Silver
CUST00133,Nisha Sinha,Male,43,nisha.sinha572@gmail.com,9370601273,Hyderabad,2023-12-26,7,17799.27,2024-01-28,2024-11-01,3.2,Silver
CUST00134,Aditya Dubey,Male,52,aditya.dubey400@gmail.com,9706458455,Chennai,2023-02-18,4,12555.43,2024-06-20,2024-12-17,3.5,Silver
CUST00135,Manish Saxena,Male,38,manish.saxena477@yahoo.com,9729912642,Coimbatore,2023-04-19,3,5043.4,2024-03-02,2024-12-09,4.3,Bronze
CUST00136,Aditya Menon,Male,30,aditya.menon905@gmail.com,9612911541,Lucknow,2023-01-14,6,200783.15,2024-05-02,2024-12-17,4.0,Platinum
CUST00137,Aishwarya Nair,Male,29,aishwarya.nair748@yahoo.com,9887676696,Chennai,2023-11-13,6,176539.98,2024-01-12,2024-11-20,4.7,Platinum
CUST00138,Aditya Verma,Male,56,aditya.verma297@yahoo.com,9694047556,Indore,2023-01-10,8,11683.55,2024-01-14,2024-12-27,4.8,Silver
CUST00139,Shruti Gupta,Female,36,shruti.gupta749@gmail.com,9283114848,Delhi,2023-08-05,5,13387.17,2024-03-12,2024-12-12,4.0,Silver
CUST00140,Priya Mishra,Female,18,priya.mishra488@gmail.com,9160159769,Lucknow,2023-10-09,5,5215.88,2024-06-12,2024-12-18,5.0,Bronze
CUST00141,Arjun Tiwari,Male,27,arjun.tiwari602@gmail.com,9525153307,Surat,2023-10-20,4,8259.08,2024-04-01,2024-08-13,3.0,Silver
CUST00142,Rajesh Verma,Male,28,rajesh.verma49@gmail.com,9302100560,Bhopal,2023-03-20,9,341793.97,2024-01-19,2024-10-23,4.0,Platinum
CUST00143,Nisha Pandey,Male,34,nisha.pandey893@gmail.com,9466908183,Pune,2023-12-18,5,33559.79,2024-03-02,2024-08-19,4.0,Gold
CUST00144,Nisha Verma,Male,35,nisha.verma100@gmail.com,9399928319,Jaipur,2023-02-12,4,19853.18,2024-02-18,2024-12-12,3.5,Silver
CUST00145,Sanjay Shah,Female,21,sanjay.shah778@gmail.com,9349371119,Kolkata,2023-03-22,3,114034.91,2024-03-23,2024-11-23,4.5,Platinum
CUST00146,Ravi Gupta,Female,42,ravi.gupta901@gmail.com,9509745508,Coimbatore,2023-09-21,4,22480.33,2024-04-10,2024-12-21,3.3,Gold
CUST00147,Ananya Chauhan,Male,58,ananya.chauhan150@gmail.com,9849874663,Mumbai,2023-11-28,11,96236.24,2024-03-02,2024-12-13,3.8,Platinum
CUST00148,Ashish Saxena,Male,27,ashish.saxena401@gmail.com,9687809030,Hyderabad,2023-11-12,10,11404.06,2024-01-05,2024-12-27,3.8,Silver
CUST00149,Meera Malhotra,Female,52,meera.malhotra472@gmail.com,9264415496,Delhi,2023-03-04,7,88768.35,2024-03-15,2024-11-21,5.0,Platinum
CUST00150,Rahul Joshi,Female,18,rahul.joshi913@gmail.com,9830471121,Jaipur,2023-12-09,6,8562.62,2024-01-11,2024-10-03,3.8,Silver
CUST00151,Rohit Reddy,Female,27,rohit.reddy368@gmail.com,9950938010,Jaipur,2023-01-04,2,10508.33,2024-06-03,2024-06-04,4.0,Silver
CUST00152,Rahul Gupta,Male,26,rahul.gupta171@yahoo.com,9373875901,Bengaluru,2023-01-22,10,73210.16,2024-01-10,2024-12-22,4.8,Platinum
CUST00153,Shruti Gupta,Female,54,shruti.gupta689@gmail.com,9486291049,Coimbatore,2023-09-21,6,8262.93,2024-04-15,2024-12-04,4.3,Silver
CUST00154,Pallavi Pandey,Female,38,pallavi.pandey111@yahoo.com,9672306884,Ahmedabad,2023-10-18,3,0.0,2024-02-28,2024-11-17,,Bronze
CUST00155,Sanjay Mehta,Male,36,sanjay.mehta352@yahoo.com,9759047286,Mumbai,2023-10-10,7,23039.11,2024-04-03,2024-12-17,3.0,Gold
CUST00156,Vivek Chopra,Female,43,vivek.chopra270@yahoo.com,9721366886,Coimbatore,2023-06-27,8,337080.25,2024-02-09,2024-11-08,4.7,Platinum
CUST00157,Tushar Verma,Male,50,tushar.verma625@gmail.com,9304064954,Kolkata,2023-04-15,4,6082.93,2024-05-19,2024-11-09,4.5,Bronze
CUST00158,Ashish Saxena,Male,38,ashish.saxena468@gmail.com,9774073176,Kolkata,2023-10-21,3,6742.25,2024-06-24,2024-11-08,4.0,Bronze
CUST00159,Sunita Agarwal,Female,29,sunita.agarwal879@gmail.com,9480424067,Mumbai,2023-09-03,5,20416.12,2024-02-12,2024-10-07,4.7,Gold
CUST00160,Swati Iyer,Female,40,swati.iyer192@yahoo.com,9651666047,Jaipur,2023-06-02,7,18520.55,2024-01-02,2024-10-28,4.2,Silver
CUST00161,Vikram Yadav,Female,35,vikram.yadav25@gmail.com,9499076430,Ahmedabad,2023-03-04,8,35990.62,2024-03-17,2024-12-25,4.1,Gold
CUST00162,Anjali Kumar,Female,27,anjali.kumar897@gmail.com,9639283792,Delhi,2023-09-26,6,18520.6,2024-03-03,2024-12-22,3.3,Silver
CUST00163,Pooja Sharma,Female,31,pooja.sharma307@gmail.com,9653246178,Ahmedabad,2023-07-01,3,5092.74,2024-08-04,2024-09-03,4.0,Bronze
CUST00164,Deepak Shah,Male,43,deepak.shah628@gmail.com,9794593582,Kolkata,2023-06-06,6,78429.15,2024-01-13,2024-06-22,4.2,Platinum
CUST00165,Aditya Desai,Female,50,aditya.desai983@gmail.com,9103203296,Mumbai,2023-10-10,8,186937.45,2024-01-01,2024-11-18,4.6,Platinum
CUST00166,Pallavi Yadav,Male,41,pallavi.yadav241@yahoo.com,9714923839,Bengaluru,2023-09-22,11,39771.96,2024-01-21,2024-12-21,4.0,Gold
CUST00167,Rekha Dubey,Male,34,rekha.dubey19@gmail.com,9522517343,Surat,2023-10-05,8,355458.03,2024-02-23,2024-10-10,4.1,Platinum
CUST00168,Sonal Malhotra,Male,40,sonal.malhotra236@yahoo.com,9449843677,Pune,2023-06-07,11,195334.1,2024-01-21,2024-12-17,4.3,Platinum
CUST00169,Nikhil Sharma,Female,47,nikhil.sharma261@gmail.com,9719656002,Chennai,2023-09-21,7,7134.77,2024-03-09,2024-11-25,4.2,Bronze
